time_s,a_m,e_,i_deg,Omega_deg,omega_deg,nu_deg
1970.0,6828136.999999996,4.257491895383761e-16,51.600000000000016,180.0,0.0,53.69969274256887
1980.0,6828136.999999996,3.2388849759215295e-16,51.600000000000016,180.0,0.0,53.058574431617444
1990.0,6828136.999999996,2.7954420252099567e-16,51.60000000000001,180.0,0.0,52.417456120666024
2000.0,6828136.999999994,4.3524177273636903e-16,51.60000000000001,180.0,0.0,51.7763378097146
2010.0,6828136.999999994,3.797982986681183e-16,51.60000000000001,180.0,0.0,51.13521949876316
2020.0,6828136.999999993,5.763702399015973e-16,51.60000000000001,180.0,0.0,50.49410118781174
2030.0,6828136.999999996,3.152188176900934e-16,51.60000000000001,180.0,0.0,49.85298287686032
2040.0,6828136.999999996,3.4200364900230574e-16,51.600000000000016,180.0,0.0,49.211864565908876
2050.0,6828136.999999996,3.0974003126766213e-16,51.60000000000001,180.0,0.0,48.570746254957456
2060.0,6828136.999999994,4.567682626894615e-16,51.600000000000016,180.0,0.0,47.929627944006015
2070.0,6828136.999999994,4.893081758013315e-16,51.60000000000001,180.0,0.0,47.28850963305461
2080.0,6828136.999999994,4.689241999632679e-16,51.600000000000016,180.0,0.0,46.64739132210316
2090.0,6828136.999999998,3.006637046795332e-16,51.600000000000016,180.0,0.0,46.006273011151755
2100.0,6828136.999999996,2.8473128696528287e-16,51.600000000000016,180.0,0.0,45.36515470020032
2110.0,6828136.999999996,2.2108677335947892e-16,51.60000000000001,180.0,0.0,44.724036389248894
2120.0,6828136.999999994,4.269135809524503e-16,51.600000000000016,180.0,0.0,44.08291807829747
2130.0,6828136.999999996,1.9708920023857704e-16,51.600000000000016,180.0,0.0,43.44179976734605
2140.0,6828136.999999996,1.6551858903674515e-16,51.600000000000016,180.0,0.0,42.80068145639461
2150.0,6828136.999999994,3.850989353172712e-16,51.60000000000001,180.0,0.0,42.15956314544319
2160.0,6828136.999999994,3.9647455726770085e-16,51.60000000000001,180.0,0.0,41.51844483449175
2170.0,6828136.999999994,3.8893837026830255e-16,51.60000000000001,180.0,0.0,40.87732652354033
2180.0,6828136.999999994,3.8722939180289254e-16,51.60000000000001,180.0,0.0,40.23620821258889
2190.0,6828136.999999994,4.033078099637578e-16,51.60000000000001,180.0,0.0,39.595089901637486
2200.0,6828136.999999996,2.8805734738430307e-16,51.600000000000016,180.0,0.0,38.953971590686045
2210.0,6828136.999999996,2.8365653929836215e-16,51.60000000000001,180.0,0.0,38.312853279734625
2220.0,6828136.999999996,2.828099160855852e-16,51.60000000000001,180.0,0.0,37.6717349687832
2230.0,6828136.999999996,3.1658699429547107e-16,51.60000000000001,180.0,0.0,37.03061665783178
2240.0,6828136.999999996,3.7987244872755153e-16,51.60000000000001,180.0,0.0,36.38949834688034
2250.0,6828136.999999996,3.3033809473488126e-16,51.60000000000001,180.0,0.0,35.74838003592892
2260.0,6828136.999999996,3.2599366874729305e-16,51.60000000000001,180.0,0.0,35.1072617249775
2270.0,6828136.999999996,2.9034278818747013e-16,51.60000000000001,180.0,0.0,34.466143414026064
2280.0,6828136.999999996,3.5147960299779807e-16,51.60000000000001,180.0,0.0,33.82502510307463
2290.0,6828136.999999998,2.4516821108487674e-16,51.600000000000016,180.0,0.0,33.18390679212322
2300.0,6828136.999999996,3.9036234251952073e-16,51.60000000000001,180.0,0.0,32.54278848117178
2310.0,6828136.999999996,3.257122853734644e-16,51.60000000000001,180.0,0.0,31.90167017022036
2320.0,6828136.999999996,3.7507550423852933e-16,51.60000000000001,180.0,0.0,31.260551859268926
2330.0,6828136.999999996,2.971250009432717e-16,51.60000000000001,180.0,0.0,30.619433548317502
2340.0,6828136.999999996,3.384171230756916e-16,51.60000000000001,180.0,0.0,29.97831523736608
2350.0,6828136.999999993,6.76906972300459e-16,51.60000000000001,180.0,0.0,29.33719692641464
2360.0,6828136.999999994,5.856933208167436e-16,51.60000000000001,180.0,0.0,28.696078615463225
2370.0,6828136.999999993,6.8413890082604565e-16,51.60000000000001,180.0,0.0,28.054960304511777
2380.0,6828136.999999993,6.663551586521768e-16,51.60000000000001,180.0,0.0,27.41384199356038
2390.0,6828136.999999994,5.95858597779511e-16,51.60000000000001,180.0,0.0,26.772723682608945
2400.0,6828136.999999994,5.863788800075326e-16,51.60000000000001,180.0,0.0,26.131605371657518
2410.0,6828136.999999994,5.889448882954903e-16,51.60000000000001,180.0,0.0,25.49048706070607
